cnum,x,y
5878,4303,5228
5879,4302,5228
5880,4302,5227
5881,4300,5227
5882,4300,5229
5883,4299,5229
5884,4299,5228
5885,4296,5228
5886,4296,5227
5887,4295,5227
5888,4295,5226
5889,4294,5226
5890,4294,5225
5891,4292,5225
5892,4292,5226
5893,4288,5226
5894,4288,5227
5895,4285,5227
5896,4285,5226
5897,4284,5226
5898,4284,5224
5899,4282,5224
5900,4282,5225
5901,4281,5225
5902,4281,5226
5903,4280,5226
5904,4280,5225
5905,4281,5225
5906,4281,5224
5907,4280,5224
5908,4280,5223
5909,4279,5223
5910,4279,5222
5911,4278,5222
5912,4278,5223
5913,4277,5223
5914,4277,5222
5915,4276,5222
5916,4276,5223
5917,4275,5223
5918,4275,5224
5919,4274,5224
5920,4274,5223
5921,4273,5223
5922,4273,5222
5923,4271,5222
5924,4271,5221
5925,4269,5221
5926,4269,5220
5927,4265,5220
5928,4265,5221
5929,4264,5221
5930,4264,5220
5931,4262,5220
5932,4262,5221
5933,4260,5221
5934,4260,5219
5935,4259,5219
5936,4259,5218
5937,4258,5218
5938,4258,5219
5939,4257,5219
5940,4257,5217
5941,4256,5217
5942,4256,5218
5943,4255,5218
5944,4255,5216
5945,4252,5216
5946,4252,5214
5947,4251,5214
5948,4251,5215
5949,4250,5215
5950,4250,5214
5951,4249,5214
5952,4249,5215
5953,4248,5215
5954,4248,5214
5955,4247,5214
5956,4247,5213
5957,4246,5213
5958,4246,5212
5959,4244,5212
5960,4244,5213
5961,4245,5213
5962,4245,5214
5963,4244,5214
5964,4244,5213
5965,4242,5213
5966,4242,5212
5967,4240,5212
5968,4240,5211
5969,4239,5211
5970,4239,5213
5971,4237,5213
5972,4237,5212
5973,4236,5212
5974,4236,5211
5975,4235,5211
5976,4235,5212
5977,4231,5212
5978,4231,5210
5979,4230,5210
5980,4230,5211
5981,4229,5211
5982,4229,5212
5983,4228,5212
5984,4228,5210
5985,4225,5210
5986,4225,5212
5987,4224,5212
5988,4224,5215
5989,4223,5215
5990,4223,5212
5991,4224,5212
5992,4224,5211
5993,4223,5211
5994,4223,5210
5995,4222,5210
5996,4222,5211
5997,4221,5211
5998,4221,5210
5999,4220,5210
6000,4220,5211
6001,4219,5211
6002,4219,5210
6003,4217,5210
6004,4217,5211
6005,4218,5211
6006,4218,5212
6007,4219,5212
6008,4219,5214
6009,4220,5214
6010,4220,5215
6011,4219,5215
6012,4219,5214
6013,4218,5214
6014,4218,5213
6015,4217,5213
6016,4217,5211
6017,4216,5211
6018,4216,5209
6019,4215,5209
6020,4215,5210
6021,4212,5210
6022,4212,5211
6023,4211,5211
6024,4211,5212
6025,4212,5212
6026,4212,5213
6027,4211,5213
6028,4211,5214
6029,4210,5214
6030,4210,5217
6031,4209,5217
6032,4209,5218
6033,4208,5218
6034,4208,5217
6035,4209,5217
6036,4209,5216
6037,4208,5216
6038,4208,5215
6039,4209,5215
6040,4209,5214
6041,4207,5214
6042,4207,5215
6043,4206,5215
6044,4206,5214
6045,4204,5214
6046,4204,5211
6047,4203,5211
6048,4203,5212
6049,4202,5212
6050,4202,5214
6051,4203,5214
6052,4203,5216
6053,4201,5216
6054,4201,5217
6055,4200,5217
6056,4200,5216
6057,4201,5216
6058,4201,5214
6059,4200,5214
6060,4200,5213
6061,4199,5213
6062,4199,5214
6063,4198,5214
6064,4198,5215
6065,4199,5215
6066,4199,5216
6067,4198,5216
6068,4198,5215
6069,4197,5215
6070,4197,5214
6071,4198,5214
6072,4198,5213
6073,4195,5213
6074,4195,5211
6075,4194,5211
6076,4194,5210
6077,4193,5210
6078,4193,5209
6079,4192,5209
6080,4192,5210
6081,4190,5210
6082,4190,5211
6083,4189,5211
6084,4189,5212
6085,4190,5212
6086,4190,5213
6087,4189,5213
6088,4189,5212
6089,4188,5212
6090,4188,5213
6091,4184,5213
6092,4184,5211
6093,4183,5211
6094,4183,5209
6095,4182,5209
6096,4182,5207
6097,4180,5207
6098,4180,5209
6099,4179,5209
6100,4179,5210
6101,4178,5210
6102,4178,5211
6103,4177,5211
6104,4177,5210
6105,4176,5210
6106,4176,5211
6107,4175,5211
6108,4175,5212
6109,4174,5212
6110,4174,5210
6111,4173,5210
6112,4173,5211
6113,4171,5211
6114,4171,5210
6115,4170,5210
6116,4170,5209
6117,4169,5209
6118,4169,5208
6119,4166,5208
6120,4166,5209
6121,4167,5209
6122,4167,5210
6123,4166,5210
6124,4166,5209
6125,4165,5209
6126,4165,5210
6127,4164,5210
6128,4164,5209
6129,4165,5209
6130,4165,5208
6131,4161,5208
6132,4161,5207
6133,4159,5207
6134,4159,5208
6135,4160,5208
6136,4160,5209
6137,4159,5209
6138,4159,5208
6139,4156,5208
6140,4156,5209
6141,4157,5209
6142,4157,5210
6143,4156,5210
6144,4156,5211
6145,4155,5211
6146,4155,5210
6147,4154,5210
6148,4154,5209
6149,4153,5209
6150,4153,5208
6151,4152,5208
6152,4152,5207
6153,4151,5207
6154,4151,5208
6155,4150,5208
6156,4150,5209
6157,4149,5209
6158,4149,5208
6159,4147,5208
6160,4147,5206
6161,4146,5206
6162,4146,5207
6163,4145,5207
6164,4145,5208
6165,4143,5208
6166,4143,5210
6167,4142,5210
6168,4142,5209
6169,4141,5209
6170,4141,5210
6171,4140,5210
6172,4140,5213
6173,4139,5213
6174,4139,5212
6175,4138,5212
6176,4138,5213
6177,4137,5213
6178,4137,5212
6179,4138,5212
6180,4138,5211
6181,4136,5211
6182,4136,5212
6183,4135,5212
6184,4135,5211
6185,4134,5211
6186,4134,5209
6187,4133,5209
6188,4133,5208
6189,4132,5208
6190,4132,5210
6191,4133,5210
6192,4133,5212
6193,4131,5212
6194,4131,5211
6195,4132,5211
6196,4132,5210
6197,4130,5210
6198,4130,5211
6199,4127,5211
6200,4127,5212
6201,4126,5212
6202,4126,5213
6203,4124,5213
6204,4124,5211
6205,4123,5211
6206,4123,5212
6207,4122,5212
6208,4122,5213
6209,4121,5213
6210,4121,5212
6211,4120,5212
6212,4120,5213
6213,4119,5213
6214,4119,5215
6215,4118,5215
6216,4118,5214
6217,4116,5214
6218,4116,5213
6219,4115,5213
6220,4115,5212
6221,4116,5212
6222,4116,5211
6223,4113,5211
6224,4113,5212
6225,4114,5212
6226,4114,5214
6227,4112,5214
6228,4112,5215
6229,4110,5215
6230,4110,5214
6231,4112,5214
6232,4112,5213
6233,4113,5213
6234,4113,5212
6235,4112,5212
6236,4112,5211
6237,4111,5211
6238,4111,5212
6239,4110,5212
6240,4110,5211
6241,4109,5211
6242,4109,5212
6243,4108,5212
6244,4108,5213
6245,4107,5213
6246,4107,5212
6247,4108,5212
6248,4108,5211
6249,4107,5211
6250,4107,5210
6251,4106,5210
6252,4106,5209
6253,4105,5209
6254,4105,5210
6255,4104,5210
6256,4104,5212
6257,4105,5212
6258,4105,5213
6259,4103,5213
6260,4103,5214
6261,4104,5214
6262,4104,5215
6263,4105,5215
6264,4105,5214
6265,4109,5214
6266,4109,5215
6267,4108,5215
6268,4108,5216
6269,4107,5216
6270,4107,5215
6271,4106,5215
6272,4106,5217
6273,4105,5217
6274,4105,5218
6275,4106,5218
6276,4106,5219
6277,4105,5219
6278,4105,5218
6279,4104,5218
6280,4104,5217
6281,4105,5217
6282,4105,5216
6283,4104,5216
6284,4104,5215
6285,4102,5215
6286,4102,5216
6287,4099,5216
6288,4099,5217
6289,4097,5217
6290,4097,5218
6291,4096,5218
6292,4096,5217
6293,4097,5217
6294,4097,5216
6295,4098,5216
6296,4098,5215
6297,4097,5215
6298,4097,5212
6299,4095,5212
6300,4095,5211
6301,4097,5211
6302,4097,5209
6303,4096,5209
6304,4096,5210
6305,4094,5210
6306,4094,5213
6307,4095,5213
6308,4095,5214
6309,4094,5214
6310,4094,5213
6311,4092,5213
6312,4092,5211
6313,4093,5211
6314,4093,5210
6315,4094,5210
6316,4094,5209
6317,4092,5209
6318,4092,5208
6319,4090,5208
6320,4090,5210
6321,4089,5210
6322,4089,5209
6323,4088,5209
6324,4088,5210
6325,4087,5210
6326,4087,5212
6327,4088,5212
6328,4088,5213
6329,4087,5213
6330,4087,5212
6331,4086,5212
6332,4086,5213
6333,4085,5213
6334,4085,5214
6335,4086,5214
6336,4086,5215
6337,4085,5215
6338,4085,5214
6339,4084,5214
6340,4084,5215
6341,4083,5215
6342,4083,5214
6343,4084,5214
6344,4084,5213
6345,4083,5213
6346,4083,5212
6347,4084,5212
6348,4084,5210
6349,4085,5210
6350,4085,5211
6351,4086,5211
6352,4086,5209
6353,4085,5209
6354,4085,5206
6355,4084,5206
6356,4084,5205
6357,4085,5205
6358,4085,5206
6359,4087,5206
6360,4087,5204
6361,4086,5204
6362,4086,5203
6363,4087,5203
6364,4087,5202
6365,4085,5202
6366,4085,5203
6367,4084,5203
6368,4084,5202
6369,4082,5202
6370,4082,5201
6371,4081,5201
6372,4081,5200
6373,4082,5200
6374,4082,5201
6375,4084,5201
6376,4084,5202
6377,4085,5202
6378,4085,5201
6379,4087,5201
6380,4087,5202
6381,4088,5202
6382,4088,5201
6383,4089,5201
6384,4089,5202
6385,4088,5202
6386,4088,5203
6387,4087,5203
6388,4087,5204
6389,4090,5204
6390,4090,5203
6391,4091,5203
6392,4091,5202
6393,4090,5202
6394,4090,5201
6395,4091,5201
6396,4091,5202
6397,4092,5202
6398,4092,5199
6399,4093,5199
6400,4093,5198
6401,4094,5198
6402,4094,5196
6403,4096,5196
6404,4096,5195
6405,4097,5195
6406,4097,5194
6407,4095,5194
6408,4095,5192
6409,4093,5192
6410,4093,5191
6411,4095,5191
6412,4095,5192
6413,4096,5192
6414,4096,5191
6415,4097,5191
6416,4097,5194
6417,4098,5194
6418,4098,5193
6419,4100,5193
6420,4100,5191
6421,4099,5191
6422,4099,5190
6423,4095,5190
6424,4095,5187
6425,4094,5187
6426,4094,5190
6427,4093,5190
6428,4093,5186
6429,4092,5186
6430,4092,5189
6431,4091,5189
6432,4091,5190
6433,4092,5190
6434,4092,5192
6435,4091,5192
6436,4091,5190
6437,4090,5190
6438,4090,5189
6439,4088,5189
6440,4088,5188
6441,4087,5188
6442,4087,5179
6443,4086,5179
6444,4086,5178
6445,4085,5178
6446,4085,5179
6447,4084,5179
6448,4084,5177
6449,4083,5177
6450,4083,5178
6451,4082,5178
6452,4082,5181
6453,4083,5181
6454,4083,5182
6455,4084,5182
6456,4084,5181
6457,4085,5181
6458,4085,5180
6459,4086,5180
6460,4086,5181
6461,4085,5181
6462,4085,5182
6463,4084,5182
6464,4084,5183
6465,4083,5183
6466,4083,5184
6467,4084,5184
6468,4084,5185
6469,4083,5185
6470,4083,5184
6471,4082,5184
6472,4082,5183
6473,4081,5183
6474,4081,5182
6475,4080,5182
6476,4080,5181
6477,4081,5181
6478,4081,5180
6479,4080,5180
6480,4080,5179
6481,4079,5179
6482,4079,5178
6483,4078,5178
6484,4078,5179
6485,4077,5179
6486,4077,5180
6487,4078,5180
6488,4078,5181
6489,4077,5181
6490,4077,5180
6491,4076,5180
6492,4076,5178
6493,4078,5178
6494,4078,5177
6495,4076,5177
6496,4076,5175
6497,4075,5175
6498,4075,5176
6499,4074,5176
6500,4074,5177
6501,4075,5177
6502,4075,5178
6503,4074,5178
6504,4074,5177
6505,4073,5177
6506,4073,5176
6507,4074,5176
6508,4074,5175
6509,4071,5175
6510,4071,5176
6511,4070,5176
6512,4070,5178
6513,4069,5178
6514,4069,5179
6515,4068,5179
6516,4068,5178
6517,4069,5178
6518,4069,5176
6519,4068,5176
6520,4068,5177
6521,4067,5177
6522,4067,5176
6523,4066,5176
6524,4066,5177
6525,4065,5177
6526,4065,5178
6527,4066,5178
6528,4066,5179
6529,4065,5179
6530,4065,5180
6531,4067,5180
6532,4067,5182
6533,4068,5182
6534,4068,5184
6535,4069,5184
6536,4069,5186
6537,4070,5186
6538,4070,5185
6539,4071,5185
6540,4071,5186
6541,4072,5186
6542,4072,5187
6543,4073,5187
6544,4073,5186
6545,4074,5186
6546,4074,5188
6547,4072,5188
6548,4072,5189
6549,4073,5189
6550,4073,5190
6551,4074,5190
6552,4074,5189
6553,4075,5189
6554,4075,5190
6555,4076,5190
6556,4076,5191
6557,4075,5191
6558,4075,5192
6559,4074,5192
6560,4074,5191
6561,4073,5191
6562,4073,5192
6563,4071,5192
6564,4071,5191
6565,4073,5191
6566,4073,5190
6567,4071,5190
6568,4071,5189
6569,4070,5189
6570,4070,5191
6571,4069,5191
6572,4069,5186
6573,4067,5186
6574,4067,5185
6575,4068,5185
6576,4068,5184
6577,4067,5184
6578,4067,5182
6579,4066,5182
6580,4066,5183
6581,4065,5183
6582,4065,5184
6583,4064,5184
6584,4064,5183
6585,4062,5183
6586,4062,5184
6587,4063,5184
6588,4063,5186
6589,4064,5186
6590,4064,5185
6591,4065,5185
6592,4065,5186
6593,4066,5186
6594,4066,5187
6595,4067,5187
6596,4067,5188
6597,4065,5188
6598,4065,5187
6599,4063,5187
6600,4063,5188
6601,4064,5188
6602,4064,5190
6603,4063,5190
6604,4063,5193
6605,4065,5193
6606,4065,5192
6607,4064,5192
6608,4064,5191
6609,4065,5191
6610,4065,5192
6611,4066,5192
6612,4066,5191
6613,4067,5191
6614,4067,5190
6615,4066,5190
6616,4066,5189
6617,4068,5189
6618,4068,5191
6619,4067,5191
6620,4067,5192
6621,4066,5192
6622,4066,5193
6623,4065,5193
6624,4065,5194
6625,4066,5194
6626,4066,5197
6627,4067,5197
6628,4067,5194
6629,4068,5194
6630,4068,5193
6631,4069,5193
6632,4069,5192
6633,4070,5192
6634,4070,5193
6635,4072,5193
6636,4072,5194
6637,4070,5194
6638,4070,5193
6639,4069,5193
6640,4069,5194
6641,4068,5194
6642,4068,5195
6643,4069,5195
6644,4069,5196
6645,4068,5196
6646,4068,5197
6647,4067,5197
6648,4067,5198
6649,4066,5198
6650,4066,5197
6651,4065,5197
6652,4065,5194
6653,4064,5194
6654,4064,5195
6655,4063,5195
6656,4063,5197
6657,4062,5197
6658,4062,5198
6659,4063,5198
6660,4063,5199
6661,4062,5199
6662,4062,5198
6663,4061,5198
6664,4061,5200
6665,4060,5200
6666,4060,5195
6667,4059,5195
6668,4059,5196
6669,4058,5196
6670,4058,5195
6671,4059,5195
6672,4059,5194
6673,4060,5194
6674,4060,5195
6675,4061,5195
6676,4061,5196
6677,4062,5196
6678,4062,5195
6679,4063,5195
6680,4063,5193
6681,4062,5193
6682,4062,5194
6683,4061,5194
6684,4061,5192
6685,4060,5192
6686,4060,5191
6687,4061,5191
6688,4061,5192
6689,4062,5192
6690,4062,5190
6691,4063,5190
6692,4063,5188
6693,4062,5188
6694,4062,5189
6695,4061,5189
6696,4061,5188
6697,4062,5188
6698,4062,5187
6699,4063,5187
6700,4063,5186
6701,4062,5186
6702,4062,5184
6703,4060,5184
6704,4060,5185
6705,4061,5185
6706,4061,5186
6707,4060,5186
6708,4060,5187
6709,4058,5187
6710,4058,5186
6711,4056,5186
6712,4056,5187
6713,4057,5187
6714,4057,5188
6715,4058,5188
6716,4058,5189
6717,4057,5189
6718,4057,5190
6719,4058,5190
6720,4058,5191
6721,4057,5191
6722,4057,5190
6723,4055,5190
6724,4055,5189
6725,4057,5189
6726,4057,5188
6727,4056,5188
6728,4056,5187
6729,4055,5187
6730,4055,5186
6731,4056,5186
6732,4056,5185
6733,4055,5185
6734,4055,5184
6735,4056,5184
6736,4056,5185
6737,4057,5185
6738,4057,5184
6739,4060,5184
6740,4060,5183
6741,4059,5183
6742,4059,5182
6743,4058,5182
6744,4058,5183
6745,4057,5183
6746,4057,5182
6747,4058,5182
6748,4058,5181
6749,4056,5181
6750,4056,5180
6751,4058,5180
6752,4058,5178
6753,4059,5178
6754,4059,5180
6755,4060,5180
6756,4060,5181
6757,4062,5181
6758,4062,5179
6759,4061,5179
6760,4061,5178
6761,4062,5178
6762,4062,5179
6763,4063,5179
6764,4063,5178
6765,4064,5178
6766,4064,5177
6767,4063,5177
6768,4063,5176
6769,4062,5176
6770,4062,5175
6771,4063,5175
6772,4063,5176
6773,4064,5176
6774,4064,5175
6775,4065,5175
6776,4065,5176
6777,4066,5176
6778,4066,5174
6779,4068,5174
6780,4068,5173
6781,4066,5173
6782,4066,5172
6783,4068,5172
6784,4068,5171
6785,4069,5171
6786,4069,5174
6787,4072,5174
6788,4072,5173
6789,4071,5173
6790,4071,5172
6791,4072,5172
6792,4072,5171
6793,4071,5171
6794,4071,5170
6795,4070,5170
6796,4070,5168
6797,4069,5168
6798,4069,5167
6799,4068,5167
6800,4068,5169
6801,4067,5169
6802,4067,5170
6803,4065,5170
6804,4065,5169
6805,4064,5169
6806,4064,5167
6807,4063,5167
6808,4063,5168
6809,4062,5168
6810,4062,5167
6811,4061,5167
6812,4061,5168
6813,4060,5168
6814,4060,5170
6815,4059,5170
6816,4059,5171
6817,4058,5171
6818,4058,5170
6819,4059,5170
6820,4059,5168
6821,4060,5168
6822,4060,5167
6823,4061,5167
6824,4061,5166
6825,4060,5166
6826,4060,5165
6827,4062,5165
6828,4062,5167
6829,4063,5167
6830,4063,5166
6831,4064,5166
6832,4064,5165
6833,4063,5165
6834,4063,5163
6835,4061,5163
6836,4061,5164
6837,4060,5164
6838,4060,5163
6839,4059,5163
6840,4059,5165
6841,4057,5165
6842,4057,5166
6843,4058,5166
6844,4058,5167
6845,4057,5167
6846,4057,5166
6847,4056,5166
6848,4056,5165
6849,4055,5165
6850,4055,5166
6851,4053,5166
6852,4053,5167
6853,4054,5167
6854,4054,5169
6855,4053,5169
6856,4053,5170
6857,4054,5170
6858,4054,5172
6859,4053,5172
6860,4053,5171
6861,4051,5171
6862,4051,5172
6863,4052,5172
6864,4052,5173
6865,4054,5173
6866,4054,5174
6867,4052,5174
6868,4052,5173
6869,4051,5173
6870,4051,5174
6871,4050,5174
6872,4050,5175
6873,4049,5175
6874,4049,5176
6875,4050,5176
6876,4050,5178
6877,4051,5178
6878,4051,5179
6879,4052,5179
6880,4052,5181
6881,4053,5181
6882,4053,5183
6883,4054,5183
6884,4054,5184
6885,4053,5184
6886,4053,5183
6887,4052,5183
6888,4052,5184
6889,4051,5184
6890,4051,5187
6891,4050,5187
6892,4050,5185
6893,4049,5185
6894,4049,5186
6895,4048,5186
6896,4048,5187
6897,4047,5187
6898,4047,5188
6899,4048,5188
6900,4048,5189
6901,4049,5189
6902,4049,5190
6903,4050,5190
6904,4050,5191
6905,4051,5191
6906,4051,5190
6907,4052,5190
6908,4052,5191
6909,4055,5191
6910,4055,5192
6911,4052,5192
6912,4052,5191
6913,4051,5191
6914,4051,5192
6915,4050,5192
6916,4050,5193
6917,4051,5193
6918,4051,5194
6919,4050,5194
6920,4050,5195
6921,4051,5195
6922,4051,5196
6923,4052,5196
6924,4052,5197
6925,4053,5197
6926,4053,5196
6927,4054,5196
6928,4054,5195
6929,4055,5195
6930,4055,5193
6931,4056,5193
6932,4056,5196
6933,4057,5196
6934,4057,5198
6935,4056,5198
6936,4056,5196
6937,4054,5196
6938,4054,5197
6939,4053,5197
6940,4053,5198
6941,4052,5198
6942,4052,5197
6943,4051,5197
6944,4051,5196
6945,4050,5196
6946,4050,5195
6947,4049,5195
6948,4049,5194
6949,4048,5194
6950,4048,5196
6951,4047,5196
6952,4047,5194
6953,4044,5194
6954,4044,5195
6955,4043,5195
6956,4043,5196
6957,4044,5196
6958,4044,5197
6959,4045,5197
6960,4045,5195
6961,4046,5195
6962,4046,5197
6963,4045,5197
6964,4045,5198
6965,4044,5198
6966,4044,5197
6967,4043,5197
6968,4043,5196
6969,4042,5196
6970,4042,5198
6971,4043,5198
6972,4043,5199
6973,4042,5199
6974,4042,5200
6975,4043,5200
6976,4043,5201
6977,4041,5201
6978,4041,5202
6979,4042,5202
6980,4042,5203
6981,4037,5203
6982,4037,5204
6983,4038,5204
6984,4038,5205
6985,4035,5205
6986,4035,5208
6987,4036,5208
6988,4036,5207
6989,4037,5207
6990,4037,5210
6991,4038,5210
6992,4038,5212
6993,4036,5212
6994,4036,5214
6995,4034,5214
6996,4034,5212
6997,4033,5212
6998,4033,5214
6999,4032,5214
7000,4032,5219
7001,4033,5219
7002,4033,5220
7003,4032,5220
7004,4032,5219
7005,4031,5219
7006,4031,5220
7007,4028,5220
7008,4028,5221
7009,4030,5221
7010,4030,5222
7011,4027,5222
7012,4027,5220
7013,4026,5220
7014,4026,5222
7015,4025,5222
7016,4025,5221
7017,4023,5221
7018,4023,5222
7019,4022,5222
7020,4022,5221
7021,4021,5221
7022,4021,5220
7023,4020,5220
7024,4020,5221
7025,4019,5221
7026,4019,5220
7027,4020,5220
7028,4020,5219
7029,4021,5219
7030,4021,5220
7031,4022,5220
7032,4022,5219
7033,4023,5219
7034,4023,5218
7035,4025,5218
7036,4025,5216
7037,4024,5216
7038,4024,5215
7039,4023,5215
7040,4023,5214
7041,4022,5214
7042,4022,5215
7043,4021,5215
7044,4021,5214
7045,4022,5214
7046,4022,5213
7047,4020,5213
7048,4020,5215
7049,4017,5215
7050,4017,5216
7051,4016,5216
7052,4016,5217
7053,4018,5217
7054,4018,5218
7055,4017,5218
7056,4017,5219
7057,4016,5219
7058,4016,5220
7059,4017,5220
7060,4017,5221
7061,4018,5221
7062,4018,5222
7063,4017,5222
7064,4017,5221
7065,4016,5221
7066,4016,5223
7067,4017,5223
7068,4017,5224
7069,4018,5224
7070,4018,5226
7071,4019,5226
7072,4019,5228
7073,4018,5228
7074,4018,5230
7075,4017,5230
7076,4017,5231
7077,4016,5231
7078,4016,5229
7079,4015,5229
7080,4015,5231
7081,4013,5231
7082,4013,5230
7083,4014,5230
7084,4014,5229
7085,4013,5229
7086,4013,5227
7087,4011,5227
7088,4011,5229
7089,4009,5229
7090,4009,5231
7091,4007,5231
7092,4007,5230
7093,4006,5230
7094,4006,5231
7095,4005,5231
7096,4005,5230
7097,4004,5230
7098,4004,5229
7099,4002,5229
7100,4002,5228
7101,4000,5228
7102,4000,5227
7103,3999,5227
7104,3999,5226
7105,3998,5226
7106,3998,5225
7107,3997,5225
7108,3997,5222
7109,3996,5222
7110,3996,5220
7111,3995,5220
7112,3995,5218
7113,3994,5218
7114,3994,5217
7115,3995,5217
7116,3995,5218
7117,3996,5218
7118,3996,5216
7119,3997,5216
7120,3997,5215
7121,3995,5215
7122,3995,5216
7123,3994,5216
7124,3994,5215
7125,3995,5215
7126,3995,5214
7127,3994,5214
7128,3994,5213
7129,3993,5213
7130,3993,5212
7131,3994,5212
7132,3994,5211
7133,3995,5211
7134,3995,5210
7135,3996,5210
7136,3996,5209
7137,3994,5209
7138,3994,5208
7139,3993,5208
7140,3993,5206
7141,3994,5206
7142,3994,5207
7143,3995,5207
7144,3995,5206
7145,3998,5206
7146,3998,5205
7147,3995,5205
7148,3995,5204
7149,3997,5204
7150,3997,5203
7151,3998,5203
7152,3998,5205
7153,3999,5205
7154,3999,5203
7155,4003,5203
7156,4003,5202
7157,4002,5202
7158,4002,5201
7159,4003,5201
7160,4003,5199
7161,4004,5199
7162,4004,5198
7163,4005,5198
7164,4005,5197
7165,4007,5197
7166,4007,5196
7167,4006,5196
7168,4006,5195
7169,4005,5195
7170,4005,5196
7171,4004,5196
7172,4004,5195
7173,4005,5195
7174,4005,5194
7175,4004,5194
7176,4004,5191
7177,4003,5191
7178,4003,5192
7179,4001,5192
7180,4001,5191
7181,4002,5191
7182,4002,5190
7183,4003,5190
7184,4003,5187
7185,4002,5187
7186,4002,5185
7187,4001,5185
7188,4001,5186
7189,4000,5186
7190,4000,5185
7191,3998,5185
7192,3998,5183
7193,3997,5183
7194,3997,5182
7195,3998,5182
7196,3998,5183
7197,3999,5183
7198,3999,5184
7199,4000,5184
7200,4000,5185
7201,4001,5185
7202,4001,5184
7203,4002,5184
7204,4002,5182
7205,4000,5182
7206,4000,5180
7207,4001,5180
7208,4001,5177
7209,4000,5177
7210,4000,5176
7211,3999,5176
7212,3999,5175
7213,4001,5175
7214,4001,5173
7215,4000,5173
7216,4000,5172
7217,3998,5172
7218,3998,5171
7219,4000,5171
7220,4000,5172
7221,4001,5172
7222,4001,5170
7223,4000,5170
7224,4000,5169
7225,4001,5169
7226,4001,5168
7227,4000,5168
7228,4000,5165
7229,3998,5165
7230,3998,5164
7231,4000,5164
7232,4000,5162
7233,3999,5162
7234,3999,5161
7235,4001,5161
7236,4001,5160
7237,4002,5160
7238,4002,5159
7239,4000,5159
7240,4000,5157
7241,3999,5157
7242,3999,5158
7243,3998,5158
7244,3998,5159
7245,3999,5159
7246,3999,5160
7247,3998,5160
7248,3998,5161
7249,3997,5161
7250,3997,5160
7251,3998,5160
7252,3998,5159
7253,3995,5159
7254,3995,5158
7255,3998,5158
7256,3998,5157
7257,3997,5157
7258,3997,5154
7259,3999,5154
7260,3999,5153
7261,3998,5153
7262,3998,5151
7263,3997,5151
7264,3997,5150
7265,3998,5150
7266,3998,5149
7267,3999,5149
7268,3999,5150
7269,4000,5150
7270,4000,5153
7271,4001,5153
7272,4001,5150
7273,4002,5150
7274,4002,5149
7275,4000,5149
7276,4000,5148
7277,4001,5148
7278,4001,5147
7279,3999,5147
7280,3999,5148
7281,3998,5148
7282,3998,5147
7283,3999,5147
7284,3999,5146
7285,4000,5146
7286,4000,5145
7287,3999,5145
7288,3999,5144
7289,3998,5144
7290,3998,5146
7291,3996,5146
7292,3996,5145
7293,3997,5145
7294,3997,5144
7295,3995,5144
7296,3995,5145
7297,3994,5145
7298,3994,5144
7299,3995,5144
7300,3995,5143
7301,3993,5143
7302,3993,5142
7303,3995,5142
7304,3995,5141
7305,3997,5141
7306,3997,5139
7307,3995,5139
7308,3995,5140
7309,3994,5140
7310,3994,5141
7311,3993,5141
7312,3993,5138
7313,3992,5138
7314,3992,5137
7315,3993,5137
7316,3993,5138
7317,3994,5138
7318,3994,5137
7319,3997,5137
7320,3997,5139
7321,3998,5139
7322,3998,5137
7323,3999,5137
7324,3999,5138
7325,4000,5138
7326,4000,5139
7327,4001,5139
7328,4001,5137
7329,4000,5137
7330,4000,5135
7331,3999,5135
7332,3999,5134
7333,4000,5134
7334,4000,5133
7335,4001,5133
7336,4001,5132
7337,4002,5132
7338,4002,5131
7339,4003,5131
7340,4003,5130
7341,4004,5130
7342,4004,5133
7343,4003,5133
7344,4003,5132
7345,4002,5132
7346,4002,5133
7347,4001,5133
7348,4001,5134
7349,4000,5134
7350,4000,5135
7351,4001,5135
7352,4001,5137
7353,4002,5137
7354,4002,5139
7355,4003,5139
7356,4003,5136
7357,4004,5136
7358,4004,5137
7359,4005,5137
7360,4005,5136
7361,4006,5136
7362,4006,5135
7363,4003,5135
7364,4003,5134
7365,4006,5134
7366,4006,5135
7367,4007,5135
7368,4007,5133
7369,4008,5133
7370,4008,5132
7371,4006,5132
7372,4006,5130
7373,4005,5130
7374,4005,5129
7375,4004,5129
7376,4004,5128
7377,4003,5128
7378,4003,5129
7379,4002,5129
7380,4002,5130
7381,4001,5130
7382,4001,5131
7383,4000,5131
7384,4000,5130
7385,4001,5130
7386,4001,5128
7387,4002,5128
7388,4002,5127
7389,4003,5127
7390,4003,5126
7391,4004,5126
7392,4004,5125
7393,4003,5125
7394,4003,5124
7395,4004,5124
7396,4004,5123
7397,4003,5123
7398,4003,5122
7399,4002,5122
7400,4002,5123
7401,4001,5123
7402,4001,5124
7403,4000,5124
7404,4000,5125
7405,4002,5125
7406,4002,5126
7407,4001,5126
7408,4001,5127
7409,3999,5127
7410,3999,5126
7411,4000,5126
7412,4000,5125
7413,3999,5125
7414,3999,5123
7415,3996,5123
7416,3996,5122
7417,3999,5122
7418,3999,5123
7419,4001,5123
7420,4001,5121
7421,4002,5121
7422,4002,5120
7423,4000,5120
7424,4000,5119
7425,4001,5119
7426,4001,5118
7427,4002,5118
7428,4002,5120
7429,4005,5120
7430,4005,5118
7431,4004,5118
